DescriptorName,TreeNumber
I Blood-Group System,D23.050.301.290.501
I Blood-Group System,D23.050.705.230.501
Iatrogenic Disease,C23.550.291.875
Ibogaine,D03.132.436.681.444
Ibogaine,D03.633.100.473.390
Ibogaine,D03.633.100.473.402.681.444
Ibogaine,D03.633.100.496.500.500.681.444
Ibotenic Acid,D03.383.129.385.231
Ibotenic Acid,D23.946.587.475
Ibuprofen,D02.241.223.701.430
Ice,D01.045.250.875.400
Ice,D01.248.497.158.459.650.400
Ice,D01.650.550.925.400
Ice,G16.500.275.410
Ice,G16.500.750.775.342
Ice,N06.230.291
Ice Cream,G07.203.300.350.400
Ice Cream,J02.500.350.400
Iceland,Z01.542.816.249
Iceland,Z01.639.490
Ichthyosis,C16.131.831.512
Ichthyosis,C16.614.492
Ichthyosis,C17.800.428.333
Ichthyosis,C17.800.804.512
Ictaluridae,B01.050.150.900.493.080.148
Id,F01.752.747.347
Id,F02.739.794.371
Idaho,Z01.107.567.875.560.380
"Identification, Psychological",F01.393.446
"Identification, Psychological",F01.752.747.385
Identity Crisis,F01.752.747.423
L-Iditol 2-Dehydrogenase,D08.811.682.047.150.700.475
Idoxuridine,D03.383.742.680.852.300.400
Idoxuridine,D13.570.230.430.609
Idoxuridine,D13.570.685.852.300.400
Iduronate Sulfatase,D08.811.277.352.827.500
Iduronic Acid,D02.241.081.844.915.400.500
Iduronic Acid,D02.241.152.811.400.500
Iduronic Acid,D02.241.511.902.915.400.500
Iduronic Acid,D09.811.922.400.500
Iduronidase,D08.811.277.450.560
Ifosfamide,D02.455.526.728.650.730.243.250
Ifosfamide,D02.705.672.500.243.250
Ifosfamide,D03.383.533.500
Immunoglobulin A,D12.776.124.486.485.114.619.026
Immunoglobulin A,D12.776.124.790.651.114.619.026
Immunoglobulin A,D12.776.377.715.548.114.619.026
"Immunoglobulin A, Secretory",D12.776.124.486.485.114.619.026.030
"Immunoglobulin A, Secretory",D12.776.124.790.651.114.619.026.030
"Immunoglobulin A, Secretory",D12.776.377.715.548.114.619.026.030
Immunoglobulin D,D12.776.124.486.485.114.619.251
Immunoglobulin D,D12.776.124.790.651.114.619.251
Immunoglobulin D,D12.776.377.715.548.114.619.251
Immunoglobulin E,D12.776.124.486.485.114.619.312
Immunoglobulin E,D12.776.124.790.651.114.619.312
Immunoglobulin E,D12.776.377.715.548.114.619.312
Immunoglobulin G,D12.776.124.486.485.114.619.393
Immunoglobulin G,D12.776.124.790.651.114.619.393
Immunoglobulin G,D12.776.377.715.548.114.619.393
Immunoglobulin M,D12.776.124.486.485.114.619.574
Immunoglobulin M,D12.776.124.790.651.114.619.574
Immunoglobulin M,D12.776.377.715.548.114.619.574
Iguanas,B01.050.150.900.833.393.500
Ileal Diseases,C06.405.469.420
Ileal Neoplasms,C04.588.274.476.411.501
Ileal Neoplasms,C06.301.371.411.501
Ileal Neoplasms,C06.405.249.411.501
Ileal Neoplasms,C06.405.469.420.501
Ileal Neoplasms,C06.405.469.491.501
Ileitis,C06.405.205.462.624
Ileitis,C06.405.469.326.875
Ileitis,C06.405.469.420.520
Ileocecal Valve,A03.556.124.684.249.400
Ileocecal Valve,A03.556.249.124.400
Ileostomy,E04.210.338.508
Ileostomy,E04.579.338.508
Ileum,A03.556.124.684.249
Ileum,A03.556.249.124
Iliac Artery,A07.015.114.444
Iliac Vein,A07.015.908.427
Ilium,A02.835.232.043.825.434
Illegitimacy,I01.880.735.424
Illegitimacy,I01.880.853.150.465
Illinois,Z01.107.567.875.350.350
Illinois,Z01.107.567.875.510.350
Illusions,C10.597.606.762.400
Illusions,C23.888.592.604.764.400
Illusions,F01.700.750.400
Illusions,F02.463.593.446
Image Enhancement,E01.370.350.600.350
Image Enhancement,L01.224.308.380
"Image Interpretation, Computer-Assisted",E01.158.600
"Image Interpretation, Computer-Assisted",E01.370.350.350
"Image Interpretation, Computer-Assisted",L01.313.500.750.100.158.600
"Image Processing, Computer-Assisted",L01.224.308
Imagination,F02.463.188.634
Imidazoles,D03.383.129.308
Imides,D02.478
Imidocarb,D02.065.199.326.400
Imidocarb,D02.065.950.681.202.400
Imidocarb,D02.092.146.113.326.400
Imidocarb,D02.455.426.559.389.703.202.400
Imidoesters,D02.478.400
Imines,D02.491
Imino Acids,D02.241.081.583
Imino Acids,D02.491.485
Imino Acids,D12.125.072.401
Imipramine,D03.633.300.240.485
Imitative Behavior,F01.145.510
Immersion,E05.466
Immersion Foot,C17.800.321.500
Immobilization,E05.472
Immune Adherence Reaction,E01.370.225.812.400
Immune Adherence Reaction,E05.200.812.400
Immune Adherence Reaction,E05.478.594.400
Immune Complex Diseases,C20.543.520
Immune Sera,A12.207.152.846.500
Immune Sera,D12.776.124.486.485.114.573
Immune Sera,D12.776.124.790.651.114.573
Immune Sera,D12.776.377.715.548.114.573
Immune Sera,D20.215.401
Immune System,A15.382
Immune Tolerance,G12.535.425
Immunity,G12.450
"Immunity, Active",G12.450.050.370
"Immunity, Cellular",G12.450.050.400
"Immunity, Maternally-Acquired",G12.450.570
"Immunity, Innate",G12.450.564
Immunization,E02.095.465.425.400
Immunization,E05.478.550
Immunization,N02.421.726.758.310
Immunization,N06.850.780.200.425
Immunization,N06.850.780.680.310
Immunization Schedule,E02.095.465.425.400.470
Immunization Schedule,E05.478.550.545
"Immunization, Passive",E02.095.465.425.400.330
"Immunization, Passive",E05.478.550.520
"Immunization, Secondary",E02.095.465.425.400.485
"Immunization, Secondary",E05.478.550.550
Immunoassay,E05.478.566
Immunoassay,E05.601.470
Immunoblastic Lymphadenopathy,C15.604.338.500
Immunoblastic Lymphadenopathy,C15.604.515.509
Immunoblastic Lymphadenopathy,C20.683.515.501
Immunochemistry,H01.158.201.486
Immunochemistry,H01.181.122.605
Immunochemistry,H02.403.044.500
Immunocompetence,G12.460
Immunoelectrophoresis,E01.370.225.812.735.645.350.350
Immunoelectrophoresis,E05.196.401.568
Immunoelectrophoresis,E05.200.812.735.645.350.350
Immunoelectrophoresis,E05.301.300.568
Immunoelectrophoresis,E05.478.594.760.645.350.350
Immunoelectrophoresis,E05.478.605.492.350.350
"Immunoelectrophoresis, Two-Dimensional",E01.370.225.812.735.645.350.350.350
"Immunoelectrophoresis, Two-Dimensional",E05.196.401.568.520
"Immunoelectrophoresis, Two-Dimensional",E05.200.812.735.645.350.350.350
"Immunoelectrophoresis, Two-Dimensional",E05.301.300.568.520
"Immunoelectrophoresis, Two-Dimensional",E05.478.594.760.645.350.350.350
"Immunoelectrophoresis, Two-Dimensional",E05.478.605.492.350.350.350
Immunoenzyme Techniques,E05.478.566.350
Immunoenzyme Techniques,E05.478.583.400
Immunoenzyme Techniques,E05.601.470.350
Immunogenetics,H01.158.273.343.420
Immunoglobulin Allotypes,D12.776.124.486.485.114.606
Immunoglobulin Allotypes,D12.776.124.790.651.114.606
Immunoglobulin Allotypes,D12.776.377.715.548.114.606
Immunoglobulin Allotypes,G12.500.400
Immunoglobulin Constant Regions,D12.776.124.486.485.538
Immunoglobulin Constant Regions,D12.776.124.790.651.538
Immunoglobulin Constant Regions,D12.776.377.715.548.538
Immunoglobulin Fragments,D12.644.541.500
Immunoglobulin Fragments,D12.776.124.486.485.680
Immunoglobulin Fragments,D12.776.124.790.651.680
Immunoglobulin Fragments,D12.776.377.715.548.680
Immunoglobulin Gm Allotypes,D12.776.124.486.485.114.606.586
Immunoglobulin Gm Allotypes,D12.776.124.486.485.114.619.393.522.400
Immunoglobulin Gm Allotypes,D12.776.124.486.485.705.500.380.500
Immunoglobulin Gm Allotypes,D12.776.124.790.651.114.606.586
Immunoglobulin Gm Allotypes,D12.776.124.790.651.114.619.393.522.400
Immunoglobulin Gm Allotypes,D12.776.124.790.651.705.500.380.500
Immunoglobulin Gm Allotypes,D12.776.377.715.548.114.606.586
Immunoglobulin Gm Allotypes,D12.776.377.715.548.114.619.393.522.400
Immunoglobulin Gm Allotypes,D12.776.377.715.548.705.500.380.500
Immunoglobulin Gm Allotypes,G12.500.400.586
Immunoglobulin Idiotypes,D12.644.541.500.745
Immunoglobulin Idiotypes,D12.776.124.486.485.680.745
Immunoglobulin Idiotypes,D12.776.124.790.651.680.745
Immunoglobulin Idiotypes,D12.776.377.715.548.680.745
Immunoglobulin Idiotypes,D23.050.550.750
Immunoglobulin Idiotypes,G02.111.570.060.425.580
Immunoglobulin Idiotypes,G12.500.450
Immunoglobulin Km Allotypes,D12.776.124.486.485.114.606.587
Immunoglobulin Km Allotypes,D12.776.124.486.485.705.750.530.500
Immunoglobulin Km Allotypes,D12.776.124.790.651.114.606.587
Immunoglobulin Km Allotypes,D12.776.124.790.651.705.750.530.500
Immunoglobulin Km Allotypes,D12.776.377.715.548.114.606.587
Immunoglobulin Km Allotypes,D12.776.377.715.548.705.750.530.500
Immunoglobulin Km Allotypes,G12.500.400.587
Immunoglobulin Isotypes,D12.776.124.486.485.114.619
Immunoglobulin Isotypes,D12.776.124.790.651.114.619
Immunoglobulin Isotypes,D12.776.377.715.548.114.619
Immunoglobulin Joining Region,D12.644.541.500.650.500.590
Immunoglobulin Joining Region,D12.776.124.486.485.680.650.500.590
Immunoglobulin Joining Region,D12.776.124.486.485.797.590
Immunoglobulin Joining Region,D12.776.124.790.651.680.650.500.590
Immunoglobulin Joining Region,D12.776.124.790.651.797.590
Immunoglobulin Joining Region,D12.776.377.715.548.680.650.500.590
Immunoglobulin Joining Region,D12.776.377.715.548.797.590
Immunoglobulin Switch Region,G05.360.340.024.340.137.430
Immunoglobulin Switch Region,G05.360.340.024.340.335.300.500
Immunoglobulin Variable Region,D12.644.541.500.650.500
Immunoglobulin Variable Region,D12.776.124.486.485.680.650.500
Immunoglobulin Variable Region,D12.776.124.486.485.797
Immunoglobulin Variable Region,D12.776.124.790.651.680.650.500
Immunoglobulin Variable Region,D12.776.124.790.651.797
Immunoglobulin Variable Region,D12.776.377.715.548.680.650.500
Immunoglobulin Variable Region,D12.776.377.715.548.797
Immunoglobulin Variable Region,G02.111.570.060.425
Immunoglobulins,D12.776.124.486.485
Immunoglobulins,D12.776.124.790.651
Immunoglobulins,D12.776.377.715.548
Immunoglobulin alpha-Chains,D12.776.124.486.485.114.619.026.515
Immunoglobulin alpha-Chains,D12.776.124.486.485.705.500.350
Immunoglobulin alpha-Chains,D12.776.124.790.651.114.619.026.515
Immunoglobulin alpha-Chains,D12.776.124.790.651.705.500.350
Immunoglobulin alpha-Chains,D12.776.377.715.548.114.619.026.515
Immunoglobulin alpha-Chains,D12.776.377.715.548.705.500.350
Immunoglobulin delta-Chains,D12.776.124.486.485.114.619.251.500
Immunoglobulin delta-Chains,D12.776.124.486.485.705.500.360
Immunoglobulin delta-Chains,D12.776.124.790.651.114.619.251.500
Immunoglobulin delta-Chains,D12.776.124.790.651.705.500.360
Immunoglobulin delta-Chains,D12.776.377.715.548.114.619.251.500
Immunoglobulin delta-Chains,D12.776.377.715.548.705.500.360
Immunoglobulin epsilon-Chains,D12.776.124.486.485.114.619.312.500
Immunoglobulin epsilon-Chains,D12.776.124.486.485.705.500.370
Immunoglobulin epsilon-Chains,D12.776.124.790.651.114.619.312.500
Immunoglobulin epsilon-Chains,D12.776.124.790.651.705.500.370
Immunoglobulin epsilon-Chains,D12.776.377.715.548.114.619.312.500
Immunoglobulin epsilon-Chains,D12.776.377.715.548.705.500.370
Immunoglobulin Fab Fragments,D12.644.541.500.650
Immunoglobulin Fab Fragments,D12.776.124.486.485.680.650
Immunoglobulin Fab Fragments,D12.776.124.790.651.680.650
Immunoglobulin Fab Fragments,D12.776.377.715.548.680.650
Immunoglobulin Fc Fragments,D12.644.541.500.697
Immunoglobulin Fc Fragments,D12.776.124.486.485.538.500
Immunoglobulin Fc Fragments,D12.776.124.486.485.680.697
Immunoglobulin Fc Fragments,D12.776.124.790.651.538.500
Immunoglobulin Fc Fragments,D12.776.124.790.651.680.660
Immunoglobulin Fc Fragments,D12.776.377.715.548.538.500
Immunoglobulin Fc Fragments,D12.776.377.715.548.680.660
Immunoglobulin gamma-Chains,D12.776.124.486.485.114.619.393.522
Immunoglobulin gamma-Chains,D12.776.124.486.485.705.500.380
Immunoglobulin gamma-Chains,D12.776.124.790.651.114.619.393.522
Immunoglobulin gamma-Chains,D12.776.124.790.651.705.500.380
Immunoglobulin gamma-Chains,D12.776.377.715.548.114.619.393.522
Immunoglobulin gamma-Chains,D12.776.377.715.548.705.500.380
Immunoglobulin Heavy Chains,D12.776.124.486.485.705.500
Immunoglobulin Heavy Chains,D12.776.124.790.651.705.500
Immunoglobulin Heavy Chains,D12.776.377.715.548.705.500
Immunoglobulin J-Chains,D12.776.124.486.485.705.625
Immunoglobulin J-Chains,D12.776.124.790.651.705.625
Immunoglobulin J-Chains,D12.776.377.715.548.705.625
Immunoglobulin kappa-Chains,D12.776.124.486.485.705.750.530
Immunoglobulin kappa-Chains,D12.776.124.790.651.705.750.530
Immunoglobulin kappa-Chains,D12.776.377.715.548.705.750.530
Immunoglobulin lambda-Chains,D12.776.124.486.485.705.750.550
Immunoglobulin lambda-Chains,D12.776.124.790.651.705.750.550
Immunoglobulin lambda-Chains,D12.776.377.715.548.705.750.550
Immunoglobulin Light Chains,D12.776.124.486.485.705.750
Immunoglobulin Light Chains,D12.776.124.790.651.705.750
Immunoglobulin Light Chains,D12.776.377.715.548.705.750
Immunoglobulin mu-Chains,D12.776.124.486.485.114.619.574.500
Immunoglobulin mu-Chains,D12.776.124.486.485.705.500.500
Immunoglobulin mu-Chains,D12.776.124.790.651.114.619.574.500
Immunoglobulin mu-Chains,D12.776.124.790.651.705.500.500
Immunoglobulin mu-Chains,D12.776.377.715.548.114.619.574.500
Immunoglobulin mu-Chains,D12.776.377.715.548.705.500.500
Immunohistochemistry,E01.370.225.500.607.512
Immunohistochemistry,E01.370.225.750.551.512
Immunohistochemistry,E05.200.500.607.512
Immunohistochemistry,E05.200.750.551.512
Immunohistochemistry,E05.478.583
Immunohistochemistry,H01.158.100.656.234.512
Immunohistochemistry,H01.158.201.344.512
Immunohistochemistry,H01.158.201.486.512
Immunohistochemistry,H01.181.122.573.512
Immunohistochemistry,H01.181.122.605.512
Immunologic Capping,G04.774.612
Immunologic Capping,G12.122.612
Immunologic Deficiency Syndromes,C20.673
Immune System Diseases,C20
Immunologic Factors,D27.505.696.477
Immunologic Memory,G12.450.050.500
Immunologic Surveillance,G12.450.050.400.412
Immunologic Surveillance,G12.525
Immunologic Techniques,E05.478
Immunologic Tests,E01.370.225.812
Immunologic Tests,E05.200.812
Immunologic Tests,E05.478.594
Immunoproliferative Disorders,C20.683
Immunoproliferative Small Intestinal Disease,C04.557.386.390
Immunoproliferative Small Intestinal Disease,C06.301.371.411.512
Immunoproliferative Small Intestinal Disease,C06.405.249.411.512
Immunoproliferative Small Intestinal Disease,C06.405.469.491.505
Immunoproliferative Small Intestinal Disease,C15.378.147.780.490.512
Immunoproliferative Small Intestinal Disease,C15.604.515.435.512
Immunoproliferative Small Intestinal Disease,C20.683.515.512
Immunoproliferative Small Intestinal Disease,C20.683.780.490.512
Immunoproteins,D12.776.124.486
Immunosorbent Techniques,E05.478.566.380
Immunosorbent Techniques,E05.601.470.380
Immunosorbents,D27.720.877.501
Immunosuppression Therapy,E02.095.465.425.450
Immunosuppression Therapy,E05.478.610
Immunosuppressive Agents,D27.505.696.477.656
Immunotherapy,E02.095.465.425
IMP Dehydrogenase,D08.811.682.047.820.450
Impetigo,C01.150.252.410.868.951.360
Impetigo,C01.150.252.410.890.587
Impetigo,C01.150.252.819.770.360
Impetigo,C01.800.720.770.360
Impetigo,C17.800.838.765.770.360
Implosive Therapy,F04.754.137.506.325
Erectile Dysfunction,C12.100.500.214
Erectile Dysfunction,C12.100.875.486
Erectile Dysfunction,C12.200.294.214
Erectile Dysfunction,F03.835.400
"Imprinting, Psychological",F02.463.425.448
"Disruptive, Impulse Control, and Conduct Disorders",F03.250
Impulsive Behavior,F01.145.527
Inappropriate ADH Syndrome,C10.228.140.617.738.320
Inappropriate ADH Syndrome,C18.452.950.626
Inappropriate ADH Syndrome,C19.700.490
Inbreeding,E05.820.150.520
Inbreeding,G05.090.403
Incest,I01.880.735.442
Incisor,A14.549.167.860.425
"Inclusion Bodies, Viral",A11.284.420.390
"Inclusion Bodies, Viral",G06.920.400
Income,N01.824.417
Income Tax,N03.219.900.250
Incontinentia Pigmenti,C16.131.077.445
Incontinentia Pigmenti,C16.131.831.580
Incontinentia Pigmenti,C16.320.850.420
Incontinentia Pigmenti,C17.800.621.497
Incontinentia Pigmenti,C17.800.804.580
Incontinentia Pigmenti,C17.800.827.420
Incubators,E07.461
"Incubators, Infant",E07.325.569
"Incubators, Infant",E07.461.487
Incunabula as Topic,L01.462.500.682.192.515
Incus,A09.246.397.247.362
Indans,D02.455.426.559.847.486.487
Indans,D04.615.486.487
Indapamide,D02.065.884.540
Indapamide,D02.886.590.700.540
Indapamide,D03.633.100.473.391
Indazoles,D03.383.129.539.487
Indazoles,D03.633.100.449
Indenes,D02.455.426.559.847.486
Indenes,D04.615.486
Independent Practice Associations,N03.219.521.576.343.800.450
Independent Practice Associations,N04.452.758.244.450
Independent Practice Associations,N04.452.758.745.450
Independent Practice Associations,N04.590.374.410.450
India,Z01.252.245.782.875
Indian Ocean Islands,Z01.639.520
Indiana,Z01.107.567.875.350.360
Indiana,Z01.107.567.875.510.360
"Indians, Central American",M01.270.968.500.575
"Indians, Central American",M01.686.429.500
"Indians, Central American",M01.686.477.250.575
"Indians, North American",M01.270.968.500.600
"Indians, North American",M01.686.477.250.600
"Indians, South American",M01.270.968.500.625
"Indians, South American",M01.686.685.500
Indican,D03.633.100.473.393
Indicator Dilution Techniques,E05.484
Indicators and Reagents,D27.720.470.410
Indigo Carmine,D03.633.100.473.396
Indium,D01.268.556.381
Indium,D01.552.544.381
Indium Radioisotopes,D01.496.749.460
Individuality,F01.752.488
Individuation,F01.752.747.466
Indocyanine Green,D03.633.100.473.400
Indole-3-Glycerol-Phosphate Synthase,D08.811.520.224.125.350
Indoleacetic Acids,D03.066.288
Indoleacetic Acids,D03.633.100.473.404
Indoles,D03.633.100.473
Indolizines,D03.633.100.496
Indomethacin,D03.633.100.473.420
Indonesia,Z01.252.145.380
Indonesia,Z01.639.580
Indophenol,D02.455.426.559.389.657.446
Indoprofen,D02.241.223.701.450
Indoprofen,D03.633.100.513.374
Indoramin,D02.065.277.480
Indoramin,D02.241.223.100.100.470
Indoramin,D02.455.426.559.389.127.085.470
Indoramin,D03.383.621.320
Indoramin,D03.633.100.473.432
Industrial Microbiology,H01.158.273.540.460
Industrial Microbiology,J01.897.120.460
Industrial Oils,J01.637.450
Industrial Waste,D20.944.420
Industrial Waste,N06.850.460.710.420
Industry,J01.576
Inert Gas Narcosis,C24.426
Inert Gas Narcosis,C25.723.455.571
Infant,M01.060.703
Infant Care,N02.421.088.120
Infant Food,G07.203.300.525.500
Infant Food,J02.500.525.500
Infant Mortality,E05.318.308.985.550.475
Infant Mortality,N01.224.935.698.489
Infant Mortality,N06.850.505.400.975.550.475
Infant Mortality,N06.850.520.308.985.550.475
Infant Nutritional Physiological Phenomena,G07.203.650.220.500
Infant Nutrition Disorders,C18.654.422
Infant Welfare,I01.880.787.539
"Infant, Low Birth Weight",M01.060.703.520.460
"Infant, Newborn",M01.060.703.520
"Infant, Newborn, Diseases",C16.614
"Infant, Postmature",M01.060.703.520.500
"Infant, Premature",M01.060.703.520.520
"Infant, Premature, Diseases",C16.614.521
"Infant, Small for Gestational Age",M01.060.703.520.460.560
Infanticide,I01.198.240.470.572
Infarction,C23.550.513.355
Infarction,C23.550.717.489
Infections,C01
Equartevirus,B04.820.578.500.080.500.100
Infectious Bovine Rhinotracheitis,C01.925.256.466.488
Infectious Bovine Rhinotracheitis,C22.196.429
"Herpesvirus 1, Bovine",B04.280.382.100.900.400
Infectious bursal disease virus,B04.820.223.500.060.400
Infectious Mononucleosis,C01.925.256.466.313.400
Infectious Mononucleosis,C15.378.553.381
Infectious Mononucleosis,C15.604.515.516
Infectious Mononucleosis,C20.683.515.515
Inferior Colliculi,A08.186.211.132.659.800.407
Infertility,C12.100.750
"Infertility, Female",C12.050.351.500.498
"Infertility, Female",C12.100.250.498
"Infertility, Female",C12.100.750.350
"Infertility, Male",C12.100.500.430
"Infertility, Male",C12.100.750.700
"Infertility, Male",C12.200.294.430
Inflammation,C23.550.470
"Inflation, Economic",N03.219.680
"Influenza, Human",C01.748.310
"Influenza, Human",C01.925.782.620.365
"Influenza, Human",C08.730.310
Influenza Vaccines,D20.215.894.899.302
Information Centers,J03.400
Information Centers,L01.462.625
Information Science,L01
Information Services,L01.462.750
Information Systems,L01.313.500.750.300
Information Theory,L01.488
Informed Consent,I01.880.604.473.650.718
Informed Consent,I01.880.604.583.427
Informed Consent,N03.706.437.650.312
Informed Consent,N03.706.535.489
Infrared Rays,G01.358.500.505.650.552
Infrared Rays,G01.590.540.552
Infrared Rays,G01.750.250.650.552
Infrared Rays,G01.750.770.578.552
Infrared Rays,G16.500.275.063.725.525.400
Infrared Rays,G16.500.750.775.525.400
